SNR,Accuracy,F1,Precision,Recall
-7.0,0.9403073286052009,0.9402909640664525,0.9443387532614004,0.9403073286052009
-6.5,0.9364657210401891,0.9364260846914635,0.9408605090526242,0.9364657210401891
-6.0,0.9335106382978723,0.9333861472016054,0.9381939763160579,0.9335106382978723
-5.5,0.925531914893617,0.9253101487414455,0.9306647407301002,0.925531914893617
-5.0,0.9213947990543735,0.9210590458286805,0.926778659848415,0.9213947990543735
-4.5,0.9137115839243499,0.9132832841192614,0.9196301392716817,0.9137115839243499
-4.0,0.901595744680851,0.9010720489556847,0.9086104963023504,0.901595744680851
-3.5,0.8856382978723404,0.8849005858867285,0.894741186265503,0.8856382978723404
-3.0,0.87322695035461,0.872552990803618,0.8844089857150935,0.87322695035461
-2.5,0.8531323877068558,0.8526232225746211,0.8686161820161319,0.8531323877068558
-2.0,0.8300827423167849,0.8296749016787113,0.8518205860965481,0.8300827423167849
-1.5,0.8085106382978723,0.808059367214815,0.8366145667185979,0.8085106382978723
-1.0,0.7813238770685579,0.7809509014969356,0.8190928130784946,0.7813238770685579
-0.5,0.7511820330969267,0.7508539089097728,0.8008064544293652,0.7511820330969267
0.0,0.7180851063829787,0.7168713028770418,0.7801250255045936,0.7180851063829787
0.5,0.691193853427896,0.6887100063802999,0.7649609605426981,0.691193853427896
1.0,0.6595744680851063,0.6551331020739237,0.7482626497293972,0.6595744680851063
1.5,0.6297281323877069,0.6221746754451086,0.7298583172955205,0.6297281323877069
2.0,0.5995862884160756,0.5880388500454592,0.71297797106281,0.5995862884160756
2.5,0.5756501182033097,0.5601572678640451,0.7000980231571102,0.5756501182033097
3.0,0.550531914893617,0.5297789395474212,0.6890418383757121,0.550531914893617
3.5,0.5254137115839244,0.49821184327076634,0.6738596457641342,0.5254137115839244
4.0,0.5050236406619385,0.4717632980176483,0.6643860296610985,0.5050236406619385
4.5,0.4849290780141844,0.44507784444154624,0.6491342925932362,0.4849290780141844
5.0,0.4645390070921986,0.4168101013052796,0.6331256391039278,0.4645390070921986
5.5,0.44739952718676124,0.3913536076084775,0.6192464542429623,0.44739952718676124
6.0,0.43291962174940896,0.3699601213621445,0.604874275571581,0.43291962174940896
